main_category|sub_category|course_name|course_desc|instructor_name|instructor_job|base_price|final_price|rating|rating_count
pengembangan-diri|Career Development|Langkah Menjadi YouTuber Profesional bersama Gita Savitri|"<div><u><strong>Detail Kelas</strong></u><br>
beragam usia untuk mencari informasi, hiburan, dan bisa sebagai sarana edukasi. YouTube telah berkembang pesat, ditandai dengan banyaknya channel-channel informatif dan kehadiran Youtuber-Youtuber terkenal yang aktif memberikan ide dan berkreasi di YouTube. Apakah kamu juga ingin berkreasi di YouTube? Kelas ini cocok untuk kamu!<br>
&nbsp;</div>
<div>Bersama Gita Savitri (GitSav), pada kelas ini, kamu akan diberikan gambaran mengenai tren YouTube dan langkah-langkah yang dapat dilakukan untuk membangun sebuah channel YouTube agar dapat dimonetisasi, mulai dari membuat video yang berkualitas, bagaimana membuat viewers engage dengan konten kamu, dan memaksimalkan SEO YouTube. Setelah mengikuti kelas ini, kamu diharapkan mampu membuat channel dan konten YouTube-mu sendiri.<br>
&nbsp;</div>
<div>Jadi, ikuti kelasnya sekarang dan capai impianmu menjadi seorang Youtuber! &nbsp;<br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk kamu yang ingin mulai untuk membuat konten video di YouTube.<br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Di akhir pelatihan, kamu akan dapat menjelaskan cara proses pembuatan konten video YouTube dari awal hingga dapat di-monetisasi</div>"|Gita Savitri Devi||490000|175000|5.0|1615080
pengembangan-diri|Career Development|Persiapkan Karir sebagai Aktor bersama Fedi Nuril|"<div><u><strong>Detail Kelas&nbsp;</strong></u></div>
<div>Untuk pertama kalinya, Fedi Nuril akan berbagi kiat berkarier sebagai aktor. Materi yang akan dibawakan mulai dari tiga kemampuan dasar akting yang harus dimiliki aktor, latihan akting berbagai macam emosi dengan ekspresi yang tepat, hingga tips berkarier sebagai aktor. Termasuk di dalamnya cara menemukan keunikan diri untuk ditonjolkan sebagai aktor, tips casting, dan pengalaman serta saran yang diberikan Fedi untuk mengambil peran dan menerima tawaran saat mengawali karier sebagai aktor. Seluruh materi tersebut disajikan dalam bentuk video, latihan, penilaian, kuis, dan pertanyaan-pertanyaan yang dapat membantu kamu menguasai materi. &nbsp;Course ini juga cocok untuk kamu yang mau belajar akting dari rumah, sebelum nantinya melanjutkan akting dengan acting coach atau di sanggar. Jika kamu mau melengkapi kemampuan akting dan pengetahuan untuk berkarier sebagai aktor, course ini memberikan banyak tips dari pengalaman Fedi selama bertahun-tahun menjadi aktor. Menguasai kemampuan berakting tetap bermanfaat untuk kamu meski belum berminat menjadi aktor, karena ada banyak manfaat belajar akting. Beberapa diantaranya ialah membuat kita lebih mengenal diri sendiri, mampu mengelola emosi, dapat mengembangkan kreativitas, menumbuhkan empati, dan meningkatkan kemampuan berkomunikasi. Ayo, pelajari selengkapnya materi di kelas ini. Tonton semua videonya, serta kerjakan tugas dan latihannya. Selamat belajar! <u><strong>&nbsp;</strong></u></div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk kamu yang ingin belajar akting&nbsp;</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu menerapkan serangkaian latihan menjadi seorang aktor dan tips berkarir sebagai aktor&nbsp;</div>"|Fedi Nuril|Aktor Film|600000|250000|4.9|6109
pengembangan-diri|Career Development|Rahasia Sukses Berkarir|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Semua orang ingin memiliki karir yang cemerlang. Namun, untuk mewujudkannya, dibutuhkan langkah dan strategi yang tepat. Di kelas ini kamu akan belajar berbagai cara mengembangkan karir, di antaranya dengan metode SMART (Specific, Measurable, Achievable, Relevant, Time Bound), menentukan target untuk mewujudkan tujuan karirmu, kiat mengatur emosi dan tekanan untuk membuatmu tetap tenang dalam bekerja, hingga tips jitu agar kamu bisa belajar dengan cara cepat dan tepat sampai akhirnya tujuan sukses dalam berkarirmu tercapai.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk kamu yang baru pertama kali kerja, karyawan yang ingin meningkatkan kompetensi diri, dan umum yang ingin meningkatkan jenjang karir.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan dapat mengidentifikasi kunci untuk menjadi lebih kompeten dalam pekerjaan <br>
</div>"|Ritchie Goenawan|CMO & HR Director TaniHub Group, Ex-VP Ruangguru|925000|250000|5.0|180655
pengembangan-diri|Interpersonal Skills|Strategi Meyakinkan Orang Lain dengan Teknik Persuasi|"<div><u><strong>Detail Kelas&nbsp;</strong></u></div>
<div>Persuasi merupakan teknik untuk membujuk seseorang melakukan suatu tindakan yang diperintahkan. Secara tidak langsung, teknik ini bisa membuat seseorang mendapatkan apa yang diinginkan dengan lebih cepat, tanpa bersifat manipulatif. Di kelas ini kamu akan belajar menguasai teknik persuasi, dimulai dengan mengetahui perbedaan antara persuasi, negosiasi, dan manipulasi, mengenal 3 elemen (<em>ethos, logos, pathos</em>) penting, memahami 5 karakter audiens, hingga memahami teknik persuasi yang efektif. Kelas ini juga menampilkan <em>role play </em>sehingga kamu dapat menerapkan teknik persuasi dengan tepat. Kelas ini bisa kamu selesaikan selama dua minggu jika kamu menyediakan waktu 30 menit/hari.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk lulusan baru yang ingin menguasai teknik persuasi efektif, dan praktisi yang ingin meningkatkan teknik persuasi dan mempengaruhi untuk tercapainya visi/misi kerja.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu menentukan teknik persuasi yang efektif dalam dunia kerja dan interaksi sosial secara umum.<br>
&nbsp;</div>"|Rachmalia Nikijuluw|Deputi Direktur Pusat Teknologi Inggris-Indonesia|600000|250000|4.7|486
pengembangan-diri|Career Development|Kuasai Teknik Audio Mixing|"<div><u><strong>Detail Kelas</strong></u><br>
<em>Audio mixing</em> merupakan seni penggabungan elemen audio atau instrumen dan modifikasi bunyi agar menghasilkan sebuah karya yang dapat dinikmati oleh para pendengar. Di kelas ini kamu akan belajar memahami teknik <em>audio mixing</em>, mulai dari pengenalan <em>audio mixing</em>, persiapan yang harus dilakukan sebelum melakukan <em>mixing</em>, 6 elemen penting,monitoring,hingga finalisasi sehingga dapat menciptakan <em>mixing </em>yang tepat.<br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk musisi atau konten kreator yang melakukan produksi sendiri atau siapapun yang ingin mempelajari teknik <em>audio mixing</em> dari dasarnya.<br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Kamu akan dapat memahami teknik <em>audio mixing</em> yang tepat.&nbsp;</div>"|Marvin Dwipa|Mixing Engineer|1039000|215000|4.9|66950
pengembangan-diri|Career Development|Kuasai Teknik Memandu Talk Show Bersama Martin Mohede|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Tren menjadi pemandu sebuah <em>talk show </em>di Indonesia kian meningkat dengan hadirnya <em>podcast</em>. Menjadi seorang pemandu <em>talk show</em>, baik yang bersifat <em>on ai</em>r maupun <em>off air</em>, semuanya membutuhkan keahlian yang sama, yaitu teknik memandu dan berkomunikasi yang baik. &nbsp;Di kelas ini kamu akan mendapatkan kiat dalam memandu <em>talk show</em> mulai dari dasarnya, seperti memahami konsep, etika dan sikap yang perlu diterapkan selama memandu, menentukan tema dan topik, hingga teknik membangun karisma yang baik dengan narasumber untuk mempertahankan audiens. Kelas ini bisa kamu selesaikan selama satu minggu jika kamu menyediakan waktu 30 menit/hari.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk umum yang ingin mempersiapkan diri dalam bidang <em>talk show.&nbsp;</em></div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu menerapkan langkah-langkah dalam memandu <em>talk show </em>dengan baik. <br>
&nbsp;</div>"|Martin Mohede|Pemandu Talk Show Senior|890000|250000|5.0|9
pengembangan-diri|Career Development|Belajar Catur dari Dasar bersama GM Irene|"<div>Berasal dari India, catur merupakan olahraga yang cukup banyak dimainkan di Indonesia. Tidak membutuhkan lapangan atau tempat khusus, catur bisa dimainkan kapan saja dan dimana saja. Terlebih dengan kemudahan teknologi, kini catur bisa dimainkan secara <em>online</em>. Untuk menjadi seorang pemula yang handal, kamu perlu memahami beberapa teori dasar serta teknik dasar dalam bermain catur. Pada kelas ini, GM Irene akan berbagi ilmu kepada kamu sang pemula yang membutuhkan informasi, teori, hingga teknik dasar dalam bermain catur. Selain itu, kamu juga akan mempelajari materi <em>opening, middle game, </em>sampai <em>end game</em>. Tidak hanya itu, pada akhir pembelajaran, kamu akan menyaksikan bagaimana permainan catur dimainkan langsung oleh GM Irene.&nbsp;</div>
<div><br></div>
<div>Segera pelajari catur dari dasar bersama GM Irene dan terapkan ilmunya pada permainanmu. Selamat belajar!</div>"|GM Irene Sukandar|Grand Master Wanita|700000|300000|4.9|215
pengembangan-diri|Career Development|Siap Menjadi Pramuwisata (Tour Leader) Profesional|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Industri pariwisata, khususnya di Indonesia, semakin berkembang dari tahun ke tahun.<em>Tour leader</em> menjadi profesi yang dibutuhkan di industri tersebut. Kamu tertarik untuk menekuninya? Bersama senior tour leader, Tedjo Iskandar, kamu akan mempelajari hal-hal yang perlu diperhatikan sebagai <em>tour leader</em>, mulai dari mengenal kebutuhan dan tipe tamu dan grup, juga mengetahui kebutuhan mereka. Kamu juga akan belajar keterampilan <em>hard skill</em> dan <em>soft skill</em> yang perlu dikuasai seorang tour leader, menerapkan <em>stress management</em>, hingga tips memulai karir sebagai tour leader. Kelas ini bisa kamu selesaikan selama satu minggu jika kamu menyediakan waktu 30 menit/hari. &nbsp;</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk pekerja di bidang industri perjalanan dan berkeinginan menjadi <em>tour leader</em>. &nbsp;</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu memahami dan mengaplikasikan keterampilan yang wajib dikuasai oleh <em>tour leader.</em> &nbsp;</div>"|Tedjo Iskandar|Senior Tour Leader & Founder TTC Indonesia|890000|250000|4.8|3802
pengembangan-diri|Career Development|Cara Menjadi Reporter TV Nasional ala Rory Asyari|"<div>Reporter TV menjadi profesi yang kini cukup diminati, khususnya oleh fresh graduate yang ingin memulai karier. Bertemu dengan banyak</div>
<div>orang, memperluas koneksi, dan meliput berbagai peristiwa menjadi motivasinya. Namun tidak banyak yang mengetahui proses di balik</div>
<div>pekerjaan reporter TV. Suka dan duka, tantangan, persiapan, dan tips menjadi reporter TV sukses akan dibahas lengkap oleh Rory Asyari</div>
<div>dalam kelas ini. Kelas ini dapat dinikmati oleh mahasiswa atau siapa saja yang berencana memulai karier sebagai reporter TV nasional, dan reporter TV nasional pemula yang ingin mengembangkan kariernya. Hal ini dapat dilakukan asalkan peserta belajar telah mengetahui dasar jurnalistik untuk memudahkan penyerapan materi kelas dengan sempurna.</div>
<div><br></div>
<div>Kelas ini dibuka dengan pengenalan reporter TV nasional. Setelah itu, kelas dilanjutkan dengan jenis berita dan divisi reporter yang terbagi</div>
<div>menjadi beberapa kategori. Selain itu, kelas ini juga akan membahas lengkap mengenai alur peliputan berita, yang dimulai dari tahap pra produksi, menemukan sudut pandang berita, tahap produksi, format naskah berita reportase, hingga tahap pasca produksi setelah</div>
<div>reportase. Tidak hanya itu, karena Rory membagikan ilmu dan pengalamannya mengenai teknik reportase di depan kamera agar mampu tampil percaya diri menjadi reporter TV nasional. Sebagai penutup, untuk menambah wawasan peserta belajar, Rory juga menjelaskan tips jitu menjadi reporter TV yang sukses. Seluruh materi diberikan lengkap beserta dengan praktik yang sangat mudah diaplikasikan.</div>"|Rory Asyari|Jurnalis Independen|600000|250000|5.0|54
pengembangan-diri|Career Development|Creative Thinking: Kemampuan Berpikir Kreatif untuk Kemajuan Karirmu|"<div>Apakah kamu merasa karirmu<em> stuck</em> di situ-situ saja? Kamu merasa kurang mampu bersaing dan ada keraguan kamu bisa bertahan? Kuasai kemampuan berpikir kreatif untuk bisa bertahan bahkan bersaing di karirmu! Ikuti kelas <em>Creative Thinking</em>: Kemampuan Berpikir Kreatif untuk Kemajuan Karirmu. Dan latih serta kembangkan kemampuan berpikir kreatifmu!&nbsp;</div>
<div>Bersama Charin Sanjaya, kamu akan memperlajari kreativitas dan mengasah kemampuan berpikir kreatif kamu.&nbsp;</div>
<div><br></div>
<div>Dengan memiliki kemampuan tersebut, kamu tidak hanya menjadi orang yang pandai melihat dan memberikan solusi atas permasalahn di karier, profesi, atau sekolahmu, tetapi juga kamu mampu bertahan dan menanjak untuk karier dan impianmu. Dimulai dengan latar belakang pentingnya kemampuan berpikir kreatif, konsep kreativitas, hal-hal yang mampu mendukung kreativitas, proses berpikir kreatif dan penciptaaan suatu karya, menemukan permasalahn dan solusinya,s erta inovasi. Setelah mengikuti kelas ini, diharapkan kamu mampu meningkatkan <em>skill </em>kamu dan mampu bertahan dan bahkan mencapai tingkatan lebih tinggi di karier kamu.&nbsp;</div>
<div>Jadi, tunggu apalagi? Ikuti kelasnya sekarang!</div>"|Carin Sanjaya|Senior Creative Designer|660000|168000|4.8|124
pengembangan-diri|Interpersonal Skills|Memperluas Networking untuk Profesional|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Memperluas relasi atau <em>networking </em>merupakan hal yang perlu dibangun dalam dunia kerja. Di kelas ini Anda akan mendapatkan teknik untuk membangun dan memperluas <em>business networking</em>, mulai dari pengenalan <em>business networking </em>itu sendiri, mengetahui perbedaan <em>soft networking </em>dan <em>hard networking</em>, prinsip penting dalam ber-<em>networking</em>, hingga tips mengukur kesuksesan <em>networking </em>yang telah Anda jalani. Kelas ini bisa diselesaikan selama satu minggu jika Anda menyediakan waktu 30 menit/hari.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk seorang profesional yang ingin mengembangkan bisnis dan pelaku bisnis.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Anda akan mampu menerapkan prinsip-prinsip <em>networking </em>dan mengukur keberhasilan <em>business networking </em>Anda.&nbsp;</div>"|Sulung Landung|Entertainment Business Networker|925000|187000|4.7|326
pengembangan-diri|Career Development|Belajar Seni Menghias Kopi dari Juara Latte Art Asia|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Tren spesialti kopi di Indonesia bukan hanya mendorong barista dan pecinta kopi untuk belajar lebih banyak tentang cara meracik kopi yang nikmat di mulut tetapi juga cara menyajikan kopi dengan sentuhan estestis yang nikmat dipandang mata. Menggabungkan keahlian meracik kopi dan jiwa seni barista, latte art atau seni menggambar di atas kopi memberi nilai tambah pada secangkir kopi spesial yang akan disajikan pada konsumen.&nbsp;</div>
<div><br></div>
<div>Dalam kelas ini barista dapat belajar teknik latte art untuk meningkatkan skill-nya dan para coffeeshop owner dapat melihat pentingnya latte art sebagai inovasi menu dan sarana promosi yang menarik di media sosial. Untuk kamu pecinta kopi bisa mengembangkan hobi baru, yaitu membuat latte art di rumah dengan alat sederhana French Press.&nbsp;</div>
<div><br></div>
<div>Di kelas ini juga akan diberikan tips membangun bisnis kopi untuk para calon coffee shop owner. Diajarkan oleh juara Latte Art Battle Asia 2016 yang kini aktif sebagai sales dan L &amp; D team di perusahaan penyedia mesin dan peralatan pembuat kopi ternama di Indonesia, kamu bukan hanya akan belajar menggambar pola-pola cantik latte art di atas secangkir kopi tapi juga belajar cara merintis bisnis kopi impianmu.</div>
<div><br>
<u><strong>Target Peserta&nbsp;</strong></u></div>
<div>Kelas ini cocok untuk pemilik kedai kopi ataupun barista yang ingin meningkatkan penjualan dan mengembangkan kemampuannya. &nbsp;&nbsp;</div>
<div><br></div>
<div><u><strong>Tujuan Umum&nbsp;</strong></u></div>
<div>Kamu akan dapat membuat beragam pola Latte Art, baik dengan alat sederhana maupun dengan alat profesional.</div>"|Viki Rahardja|Barista & Latte Art Professional|925000|300000|5.0|67
pengembangan-diri|Career Development|Kuasai Teknik Produksi Audio Digital untuk Pemula|"<div><u><strong>Detail Kelas</strong></u><br>
Sekarang ini perkembangan konten sudah meluas ke dalam bentuk digital, baik video ataupun audio. Di kelas ini kamu akan mempelajari mulai dari konsep digital audio, peralatan penting yang perlu diketahui untuk memproduksinya, dan mengetahui software penunjang yang bisa digunakan. Kamu juga akan mengetahui teknik merekam dan mengolah data audio, melakukan editing, mixing, hingga mastering sehingga dapat menghasilkan karya yang berkualitas. <br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk mahasiswa, karyawan, atau siapapun yang ingin mempelajari digital audio production. <br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Kamu akan dapat menjelaskan cara memproduksi konten audio yang berkualitas</div>"|Rizki Wahyudi|Senior Audio Engineer at NET TV|1150000|289000|4.9|19178
